No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
14061,1,2,1,3,43,0,3,10000.0,52634,2,0
316,1,0,2,2,23,1,2,8000.0,48870,1,0
19678,1,1,1,21,53,0,21,30000.0,48012,0,0
19735,1,3,1,12,31,1,12,20000.0,55133,0,0
34137,1,0,1,10,55,1,10,32000.0,60894,0,0
13475,1,0,1,5,54,3,5,12000.0,48635,4,1
37868,1,2,1,3,30,3,3,12000.0,47214,1,1
10901,1,3,1,5,35,0,5,21000.0,47910,2,0
29821,1,0,1,4,38,3,4,15000.0,43021,4,0
1332,1,0,2,4,25,1,4,12000.0,49732,2,1
25897,1,1,2,2,29,0,2,11000.0,57843,2,0
25541,0,0,1,5,34,1,5,15000.0,60847,2,0
278,1,0,1,5,26,3,5,10000.0,47910,2,0
36700,1,5,1,3,34,0,3,8900.0,37500,0,0
12833,1,3,2,7,25,0,7,8000.0,53939,2,0
9126,1,0,1,5,50,1,5,20000.0,59102,1,0
7238,1,0,1,3,25,1,3,20000.0,51794,1,0
42293,1,0,2,2,23,1,2,12000.0,47910,2,0
374,0,0,1,2,45,3,2,8000.0,58828,1,0
7497,1,0,1,2,29,0,2,15000.0,45107,2,0
2087,1,2,1,5,28,0,5,10000.0,47910,4,0
11321,0,2,1,3,36,1,3,13700.0,53083,2,0
20186,1,2,2,4,26,1,4,18000.0,53881,1,1
37898,1,2,1,3,34,1,3,15000.0,57136,2,0
7908,1,0,2,2,22,3,2,7500.0,39641,4,0
14522,1,1,2,1,22,1,1,9000.0,53939,2,0
42389,1,0,1,5,35,1,5,46500.0,70196,1,0
38381,0,0,1,5,36,1,5,10000.0,49232,4,0
27722,1,0,1,2,30,3,2,13000.0,43630,4,0
37669,1,0,1,5,34,3,5,15000.0,49804,1,1
40362,1,0,1,15,28,1,15,15000.0,55064,2,0
1146,1,0,1,10,36,3,10,12000.0,50515,2,0
26286,1,0,1,35,58,1,35,44000.0,64674,0,0
22840,1,0,2,3,25,1,3,10800.0,40899,2,0
25980,1,0,2,2,25,0,2,15000.0,43032,1,0
10389,1,0,1,2,46,1,15,10500.0,52875,2,1
8402,1,0,1,2,27,0,4,15000.0,50729,2,0
32671,1,0,1,1,27,1,1,10000.0,43032,4,0
31741,1,1,1,9,43,3,0,18100.0,43032,2,0
26408,1,2,1,20,42,1,20,13000.0,49020,1,0
38490,1,0,2,5,25,1,5,12000.0,53958,4,0
5959,1,0,2,4,21,0,4,10000.0,50729,0,0
31405,0,0,1,1,27,0,1,10000.0,59102,2,1
26506,1,0,2,5,32,3,5,18000.0,50330,1,0
33512,1,1,1,2,35,3,2,28000.0,60612,3,0
8295,0,0,2,1,23,0,2,7500.0,53939,4,0
36583,1,0,1,3,23,0,3,12000.0,41338,2,0
12172,1,0,1,5,28,1,11,9000.0,50571,0,0
2627,1,0,2,1,20,0,1,12000.0,36126,2,0
396,1,0,1,2,28,3,2,10000.0,53939,4,1
42585,1,0,2,5,21,0,5,12000.0,51332,1,1
14279,0,2,1,5,30,2,10,29678.0,78202,0,0
14064,1,2,1,20,50,1,20,17000.0,54013,2,0
41085,1,7,1,4,31,0,9,24000.0,54624,4,0
9473,1,0,1,2,47,3,2,15000.0,50729,2,0
9459,1,3,1,12,53,1,12,15000.0,54624,2,0
38184,0,2,1,12,51,3,12,10000.0,58715,1,0
11275,1,2,1,2,31,1,2,14000.0,51332,2,0
42684,1,4,1,16,45,1,16,56000.0,51794,0,0
40424,1,0,2,4,28,1,4,23000.0,61530,2,0
13058,1,0,1,6,47,1,6,12000.0,50571,0,0
31947,1,1,1,5,36,3,5,15000.0,51794,2,0
34029,1,0,2,2,20,3,2,10000.0,48430,2,0
8279,1,0,1,5,32,1,7,15000.0,58972,0,1
19466,1,2,1,9,50,1,9,20000.0,45107,0,0
23726,1,3,1,10,46,0,10,12000.0,42168,3,0
36518,1,0,2,4,26,0,4,9000.0,45962,2,0
13364,1,0,1,2,24,1,2,15000.0,43010,3,0
33844,1,0,1,2,32,0,2,12000.0,48635,4,0
32037,1,2,1,9,54,0,0,9500.0,44076,2,0
37940,1,0,2,2,22,3,2,10000.0,61017,1,0
23719,1,2,1,2,29,1,2,15000.0,48239,2,0
15039,1,2,1,4,22,0,4,14500.0,55133,3,0
23890,1,3,1,8,41,1,0,28000.0,58370,2,0
17595,0,0,1,4,24,1,4,10000.0,51027,2,0
4785,1,1,1,1,32,1,7,13200.0,51332,2,0
18900,1,1,1,5,27,1,5,15000.0,59102,2,1
27210,1,0,1,2,29,1,2,15000.0,52815,4,0
23002,0,0,1,6,31,1,6,32000.0,60809,0,0
38477,1,0,2,3,20,3,6,10000.0,48354,2,0
7516,1,0,2,1,24,1,1,8000.0,43523,1,0
22225,1,0,2,2,23,3,2,15000.0,47791,2,0
42615,0,2,1,10,36,2,10,28000.0,55133,0,1
9100,1,0,2,1,24,1,1,15023.0,53562,2,0
12650,1,0,1,2,27,3,2,10000.0,60809,1,0
30290,1,0,2,3,21,0,3,8000.0,46844,4,0
15961,0,4,1,26,51,3,26,53035.0,54624,0,0
19922,1,0,2,2,18,0,2,11000.0,45107,4,0
5718,1,0,1,2,39,1,5,11000.0,52660,2,0
25094,1,0,1,10,40,3,10,25000.0,55133,2,0
21429,0,1,1,2,34,1,2,12000.0,58715,4,0
4815,1,0,1,4,43,1,4,18000.0,47910,2,0
22974,1,0,2,1,23,0,1,12500.0,46372,4,0
34428,0,3,1,2,27,1,2,12000.0,43010,4,0
8358,1,0,1,2,47,1,2,10000.0,50729,4,1
4183,1,0,1,5,45,3,5,6700.0,50729,1,0
40011,1,1,1,1,25,1,1,11000.0,60809,2,0
22526,1,0,1,2,28,0,2,12000.0,43032,3,0
566,1,2,1,5,26,3,5,25000.0,55133,0,0
36227,1,0,1,8,24,1,8,16000.0,52875,0,0
35721,1,0,1,1,40,3,1,10000.0,50515,4,0
29549,1,2,1,2,25,3,2,12000.0,52963,4,1
41887,1,0,2,1,24,1,1,15000.0,50760,1,0
10520,1,2,1,6,27,1,6,10000.0,60809,1,0
38252,1,2,1,10,33,0,10,15000.0,39514,2,1
34885,1,1,1,5,37,3,5,12000.0,45617,4,0
33412,1,0,2,3,27,3,3,16000.0,49079,1,0
18387,1,0,1,5,34,0,7,12000.0,61530,1,0
21416,1,0,2,3,25,1,3,9000.0,52815,0,0
32296,1,0,2,10,28,1,11,15000.0,54635,1,1
24939,1,4,1,15,37,0,15,25000.0,43630,3,0
36729,1,2,1,20,44,3,20,33000.0,39577,0,0
20162,1,2,2,2,21,0,2,9657.0,36647,1,0
19526,1,2,1,4,30,0,4,15000.0,47910,4,0
457,1,0,2,3,23,3,3,14000.0,52875,2,0
24296,1,3,1,7,36,3,7,21000.0,50729,0,0
23973,1,0,1,1,32,1,5,20000.0,66338,2,0
23750,1,2,1,2,39,1,2,10000.0,46415,1,0
1638,0,1,1,2,29,0,2,9000.0,52875,1,0
27193,1,0,2,2,21,1,4,8000.0,41515,4,0
29966,1,0,1,1,44,3,1,15000.0,50515,4,0
17922,1,0,1,3,38,1,3,15000.0,57843,0,0
16969,1,0,2,5,22,1,5,16000.0,46704,2,0
6885,1,0,1,7,28,0,7,10000.0,39514,4,0
1124,1,0,2,3,29,1,3,10000.0,53083,2,0
3388,1,0,1,10,36,1,10,10000.0,32765,2,0
24247,0,2,1,20,54,2,20,30000.0,50515,0,0
7672,1,2,1,5,25,3,5,11700.0,43608,2,0
38214,0,2,1,4,26,3,4,8000.0,49804,1,0
29645,1,2,1,4,31,3,4,15000.0,52815,2,1
28705,1,2,1,9,38,1,9,15000.0,52815,2,0
5875,1,3,1,5,40,3,5,10000.0,53097,2,1
29905,1,0,2,2,19,0,2,10000.0,51794,4,0
15011,1,2,1,20,46,1,20,25000.0,49205,0,0
36992,1,0,2,2,26,0,2,15000.0,57843,2,1
28052,1,0,2,1,23,0,1,12000.0,52829,2,0
35782,1,0,1,10,35,3,10,15000.0,51794,2,0
5426,1,2,1,2,30,1,2,15000.0,59102,2,0
27593,0,0,1,11,33,3,11,10000.0,47006,2,0
27359,1,0,2,3,21,1,3,12000.0,50515,2,1
7722,1,0,1,15,50,0,15,13000.0,38903,0,0
42641,1,3,1,9,27,0,0,9500.0,51794,1,1
37563,1,0,1,2,24,1,2,10000.0,43032,0,0
12510,1,0,2,1,24,3,1,13173.0,47910,3,0
37140,1,0,1,15,46,0,15,23000.0,46135,0,0
34928,0,0,2,4,29,1,4,12000.0,57136,1,0
9877,1,0,1,1,41,1,1,10000.0,58297,2,0
4048,1,3,1,7,32,1,7,14147.0,53361,1,0
13400,1,0,1,5,53,3,10,10000.0,43638,4,1
9985,1,1,2,2,24,0,7,15000.0,53623,4,1
30267,1,0,1,5,26,1,5,7800.0,52378,1,0
9841,0,2,1,20,48,1,20,37000.0,47910,4,0
17252,1,2,1,5,33,1,5,13000.0,60809,2,0
23910,1,2,1,12,54,1,12,10000.0,49205,0,0
20596,1,0,1,1,29,1,1,15000.0,38397,2,0
34506,1,3,2,1,26,3,1,15000.0,52875,4,0
39670,0,1,1,10,36,0,10,8000.0,47625,4,1
23022,1,0,2,2,23,1,2,15000.0,52815,4,0
12753,1,2,1,5,41,1,5,40000.0,54190,0,0
36350,1,2,1,4,33,1,4,14000.0,52815,1,0
911,1,3,1,6,36,3,6,12000.0,46613,2,1
15854,1,0,2,1,20,0,2,8000.0,43630,2,0
20072,1,3,1,3,44,0,3,15000.0,51332,1,0
38732,1,0,2,3,24,1,3,15000.0,54347,2,0
39454,1,0,2,5,19,0,5,12000.0,44962,2,0
25414,1,4,1,3,33,1,3,12000.0,57843,4,0
6865,0,0,3,30,57,0,30,25000.0,51794,0,0
2505,1,0,1,28,49,3,28,28000.0,47578,0,0
10299,1,1,1,12,29,0,12,50000.0,45891,4,0
23775,0,0,1,1,22,3,1,10000.0,47910,2,0
35526,1,0,1,3,22,1,3,12000.0,51794,2,1
7029,1,0,1,6,39,1,6,22000.0,51748,1,0
6887,1,0,1,8,34,0,0,20000.0,50729,3,0
8278,1,0,1,2,33,0,2,15000.0,51332,2,0
37540,1,0,1,10,59,0,10,15000.0,59497,2,1
8317,1,0,1,5,34,1,10,25000.0,64967,1,0
33260,1,1,1,6,49,1,6,14000.0,49205,0,0
25999,1,0,2,6,22,1,6,12000.0,42745,2,0
14190,1,4,1,27,46,3,27,35000.0,59102,0,0
12179,1,0,2,1,25,1,1,15200.0,56867,2,0
17547,1,0,1,5,42,1,5,15000.0,50515,2,0
37247,1,3,1,1,30,1,1,15000.0,38123,4,1
277,1,0,1,10,37,3,10,12000.0,54624,1,1
16822,0,0,1,3,35,2,3,35000.0,53939,2,0
31676,1,0,1,5,29,1,5,25000.0,72425,2,0
15877,0,1,1,6,40,0,6,11000.0,39458,0,0
31814,0,0,1,6,43,0,6,9800.0,57672,2,0
40982,1,4,2,2,29,0,4,18000.0,57843,4,0
8889,1,0,1,1,48,0,1,15000.0,57843,4,0
21898,1,0,1,25,53,1,25,25000.0,60809,0,0
18879,1,1,2,2,23,1,2,10000.0,47865,4,0
5712,1,1,1,7,40,1,7,18000.0,48239,2,0
29588,1,2,1,10,44,3,10,17000.0,47006,2,0
31396,1,0,1,10,41,0,10,30000.0,55064,0,0
34781,1,3,1,20,45,2,20,49500.0,43032,0,0
14845,0,0,1,3,33,0,8,23000.0,64967,0,0
24165,1,2,1,12,44,0,12,19000.0,44936,0,0
25786,1,0,1,10,35,1,10,30000.0,54624,0,1
4471,1,1,1,4,30,1,4,15000.0,55064,2,1
15189,1,0,1,6,38,1,6,28500.0,51447,0,0
31398,1,1,1,4,45,0,4,12000.0,53328,2,0
10656,1,0,2,3,25,1,3,18000.0,60809,1,0
38201,1,2,1,7,29,1,7,30000.0,58396,1,0
36082,1,0,1,28,50,0,28,21000.0,47578,0,0
11661,1,2,1,12,36,1,12,16500.0,49804,2,0
8647,0,0,1,5,28,0,5,50000.0,60809,4,0
3829,0,0,1,3,29,1,3,11000.0,53881,2,1
8790,1,0,1,1,32,1,1,10600.0,55977,2,0
37817,0,0,1,3,34,3,3,12000.0,53939,2,1
4235,1,5,1,4,42,2,20,16500.0,52815,0,0
24501,1,0,1,4,49,1,8,15000.0,51332,2,0
28465,1,2,1,11,44,1,11,22000.0,53939,0,0
9961,1,0,1,4,29,1,4,18000.0,51332,0,0
10999,1,2,1,2,28,1,2,12000.0,51794,2,0
11042,1,0,1,1,20,1,2,30000.0,48190,2,0
11024,1,2,1,5,33,1,12,1500.0,47578,2,0
13098,1,0,2,1,22,1,1,10000.0,58297,2,0
23920,1,0,1,3,45,1,3,15000.0,32053,4,0
37528,1,0,1,2,57,0,4,20000.0,48870,2,0
28778,1,0,1,5,21,1,5,15000.0,51794,2,0
10175,1,0,2,2,22,1,2,15000.0,52875,2,0
26965,1,0,1,5,26,0,5,18000.0,55133,1,1
15214,0,0,1,4,36,0,4,10000.0,54642,2,0
7870,0,0,2,4,30,1,4,18000.0,40569,0,0
1427,1,0,1,10,27,0,10,12000.0,42370,2,0
32020,1,2,1,3,28,1,3,40000.0,59273,2,0
30525,0,4,1,18,39,1,18,35000.0,55133,0,0
11393,1,1,1,3,35,1,3,35000.0,54624,2,0
13762,1,2,1,18,49,0,18,12000.0,51748,2,1
12457,1,0,1,10,42,3,10,35000.0,53083,1,0
22317,1,0,1,3,21,0,3,12000.0,52697,4,0
41789,1,0,1,10,34,0,10,25000.0,58715,0,0
37130,1,0,1,1,33,1,1,10000.0,56867,2,1
40013,1,2,1,5,39,0,5,15000.0,58837,2,0
30566,1,3,1,21,45,0,21,9000.0,55133,2,0
14827,1,0,1,5,42,0,12,12000.0,61109,3,0
20305,1,0,2,3,20,0,3,10000.0,47910,3,0
41950,1,2,1,35,53,1,35,18200.0,40322,0,0
40654,0,2,2,3,22,1,3,12000.0,60809,4,0
2622,1,3,1,3,45,0,10,9000.0,45107,3,0
1801,1,0,1,5,58,1,5,25000.0,49205,1,0
32896,1,2,1,32,56,0,32,9000.0,39495,2,0
38736,1,0,2,3,26,1,5,15000.0,60073,2,0
38446,1,4,1,20,45,1,20,52500.0,51699,0,0
12653,1,0,1,15,37,3,15,63500.0,45107,0,0
24402,1,0,1,10,39,1,10,9000.0,46613,3,0
18647,1,0,2,2,22,1,4,12000.0,41279,2,0
3243,1,0,1,3,24,1,3,12000.0,47910,2,0
40839,1,0,1,2,28,0,2,14000.0,51332,4,0
32203,1,0,2,10,27,0,10,22000.0,35429,0,1
1901,1,0,0,1,21,3,1,9000.0,41902,2,0
38894,1,2,1,3,21,0,3,8000.0,42372,4,0
516,1,2,1,5,36,3,10,12000.0,47910,3,0
3108,1,1,1,2,29,1,4,12000.0,58326,2,0
1416,1,0,1,2,25,0,2,10000.0,52815,1,0
18221,1,0,1,2,37,1,6,15000.0,54624,4,1
23870,0,2,1,8,40,1,0,9000.0,37271,1,0
16975,1,0,1,5,40,1,5,15000.0,51332,2,0
21895,1,0,1,10,40,1,10,25000.0,60073,4,0
19482,1,0,2,5,21,0,5,9500.0,41651,1,1
15550,1,0,1,4,31,1,4,12000.0,37946,2,0
21342,1,2,1,2,40,1,2,9000.0,43630,1,0
30208,0,0,1,6,37,1,6,22000.0,63780,4,0
24728,1,2,2,1,23,1,1,15000.0,52875,2,0
31073,1,2,1,10,34,0,10,12000.0,53434,2,0
34735,1,3,1,15,43,1,15,10000.0,53056,1,0
2848,1,0,1,3,35,2,3,15000.0,47910,4,0
20632,1,0,1,10,22,1,10,10000.0,39446,1,0
32998,1,3,1,2,44,0,25,36000.0,51332,0,0
23076,1,0,1,5,32,1,5,11900.0,54624,2,0
12623,1,0,1,21,45,3,21,65000.0,55494,1,0
40276,1,0,2,3,27,1,3,16000.0,58297,2,0
17721,1,0,1,1,24,1,1,15000.0,53083,2,1
33955,1,0,1,1,28,3,1,15000.0,50886,1,0
38041,1,2,1,15,43,3,15,12000.0,57136,2,1
11713,1,1,1,1,24,0,1,12000.0,48965,4,0
39535,1,2,1,5,36,0,5,8000.0,46077,4,0
19297,1,0,2,3,23,1,3,9000.0,50515,2,0
39230,0,0,1,2,27,0,2,10000.0,54635,3,1
32204,1,2,1,10,42,0,10,15000.0,57265,2,1
29889,1,0,1,7,32,3,7,13000.0,53958,0,1
16135,1,0,2,4,30,0,4,18000.0,58396,1,0
13497,1,0,2,3,20,3,3,8000.0,47910,4,0
2496,1,0,1,1,24,1,1,10000.0,50729,2,0
28448,1,2,1,5,32,0,5,15000.0,41800,2,0
7062,1,2,1,3,40,3,3,9000.0,37946,2,0
11288,1,3,1,15,51,1,15,20000.0,39514,2,0
31248,1,2,1,15,36,0,15,9500.0,42912,2,0
22613,1,0,2,2,22,0,2,12500.0,42745,3,0
6549,1,0,1,7,29,0,7,8000.0,50729,4,0
42242,1,0,1,5,43,1,5,15000.0,55133,2,0
14874,1,2,1,8,42,1,0,15000.0,55494,0,1
35720,1,0,1,4,32,3,4,12000.0,47578,2,0
13608,1,2,1,14,42,0,14,19936.0,43032,0,0
32866,1,2,1,5,34,0,5,8000.0,41061,1,0
15452,1,0,2,2,21,0,2,10000.0,50729,1,0
6839,1,0,1,8,33,0,8,16000.0,48430,1,0
34601,1,0,1,5,39,1,5,30000.0,58972,2,0
5148,1,0,1,2,28,3,2,12000.0,43032,2,0
12472,1,0,1,12,30,3,12,28000.0,42876,0,1
21772,1,3,1,3,37,0,6,10000.0,53519,4,0
35096,1,0,1,3,44,0,3,10000.0,53043,2,0
24072,1,2,1,2,34,0,2,9000.0,43443,4,0
26981,1,0,1,8,37,1,0,16800.0,50729,0,0
27903,1,2,1,17,30,0,17,10400.0,55231,0,0
35617,1,0,1,4,29,1,4,34000.0,51794,0,0
20333,1,3,1,8,32,0,0,15000.0,47578,3,1
13120,1,0,1,8,38,0,0,7000.0,57672,2,0
8504,0,0,1,7,55,1,14,18000.0,55977,0,0
17082,0,0,1,6,31,1,6,10000.0,58715,2,0
1012,1,0,1,1,33,3,1,15000.0,47910,2,0
6689,1,2,1,20,45,0,20,12500.0,55133,2,0
30244,1,0,2,2,31,1,2,25000.0,41038,0,0
37187,0,0,1,3,26,1,3,12000.0,56967,4,0
31558,1,0,1,10,29,0,10,14000.0,59070,2,0
1109,1,0,1,5,40,3,5,15000.0,52875,2,0
40859,1,0,1,5,31,1,5,12000.0,52776,4,0
15783,0,0,2,4,27,1,4,14000.0,47214,4,1
8869,1,0,2,5,25,1,5,18000.0,53939,3,0
41007,1,0,1,7,27,0,7,10000.0,54624,4,0
20635,1,2,1,10,31,1,10,20748.0,48870,1,0
1107,1,0,1,2,24,3,2,9000.0,51332,2,0
14020,1,0,1,5,34,1,5,15000.0,50729,2,1
1133,1,0,1,10,41,0,10,18000.0,53083,0,0
21310,1,0,2,4,33,1,4,9000.0,43940,1,0
23743,1,0,2,4,19,1,4,8000.0,44579,1,0
30506,1,5,1,3,29,3,3,10000.0,50515,2,0
38489,1,0,2,2,27,3,2,15000.0,51448,2,0
9842,1,2,1,5,33,1,5,10000.0,60809,4,0
9044,1,0,1,10,55,1,10,20000.0,60809,1,0
24617,1,0,1,3,27,1,3,9000.0,44035,3,1
19749,1,0,2,2,23,0,2,8500.0,43032,2,0
36844,1,2,2,3,26,1,3,8000.0,53519,4,0
33773,1,1,2,5,19,3,5,10000.0,59102,1,0
39033,1,0,2,2,26,3,2,15000.0,47910,2,0
12967,1,0,1,6,35,0,6,12000.0,53708,2,0
33695,1,0,1,2,26,0,2,10000.0,43032,4,1
40072,0,1,1,4,41,0,4,10000.0,52634,2,0
9273,1,0,1,3,26,0,3,10000.0,61530,4,0
30715,1,0,1,10,29,0,10,35000.0,59102,0,0
38984,1,0,2,6,27,0,6,9000.0,43630,2,0
15815,1,0,2,1,21,1,2,12000.0,49804,4,1
26032,1,0,1,2,30,1,2,26400.0,55818,0,0
25321,1,0,1,3,36,3,6,12000.0,47910,4,0
2825,1,3,1,17,38,2,17,42000.0,51794,0,0
29413,0,0,1,1,31,0,1,10000.0,44407,4,0
37264,0,0,1,7,44,2,7,15000.0,57782,4,0
4032,1,2,1,1,32,3,1,34137.0,50729,2,0
13198,1,1,1,3,24,3,3,16000.0,51794,1,0
17582,1,0,1,3,33,1,3,15000.0,53939,1,1
29606,1,2,1,10,40,1,10,35000.0,55064,0,0
5525,1,3,1,10,44,1,30,28900.0,58297,0,0
34791,1,2,1,20,48,1,20,35000.0,55064,0,0
28683,0,2,1,18,40,0,18,9800.0,50729,0,0
26693,1,0,1,5,35,0,5,15000.0,45107,4,0
7613,0,0,2,2,22,3,2,17000.0,51332,0,0
21328,1,2,1,5,43,0,5,10000.0,51449,2,0
14773,1,0,2,5,27,1,5,24000.0,59102,0,0
13101,1,2,1,4,36,0,4,12000.0,54624,4,1
2856,1,2,1,16,41,1,16,20000.0,45107,4,0
31442,1,0,1,2,37,0,2,50000.0,55064,2,0
22272,1,1,1,8,49,2,0,10000.0,46077,4,0
35978,1,1,1,10,43,0,10,15000.0,50515,4,0
32735,1,0,1,2,29,1,2,15000.0,47049,2,0
35241,1,0,1,9,39,2,0,21500.0,46530,0,0
22213,1,3,1,25,52,0,25,11235.0,52468,0,1
843,1,4,1,2,31,1,2,12000.0,39458,3,0
25299,1,4,2,2,22,0,2,9000.0,51449,3,0
31951,1,1,2,3,22,0,3,20000.0,44629,2,1
9532,1,3,1,13,33,1,13,45000.0,52468,0,0
30670,1,4,1,8,27,2,0,20000.0,64674,4,0
33901,1,0,1,25,44,0,25,45780.0,52815,0,0
479,1,0,1,12,39,3,12,12600.0,51794,4,0
41506,1,0,1,4,47,3,4,20000.0,52875,2,1
19941,1,2,1,10,48,3,10,15000.0,55133,1,0
18342,1,0,1,2,32,1,2,16500.0,61862,2,0
266,1,2,1,10,43,1,10,15000.0,47578,1,0
39988,1,2,1,1,38,1,1,9000.0,64709,2,0
30583,1,0,2,1,23,1,1,12000.0,51794,2,0
1090,0,0,2,2,25,0,2,10000.0,48327,2,0
32054,1,0,2,3,24,3,6,8500.0,45745,2,0
31668,1,2,1,1,25,0,1,9000.0,44629,2,0
7747,1,0,1,2,27,1,2,16000.0,61017,4,0
40176,0,2,1,3,25,1,3,7500.0,47578,1,1
40222,0,0,1,2,35,1,2,12500.0,60388,2,0
3193,1,0,1,2,23,3,2,8000.0,47910,1,0
34669,1,0,1,3,28,1,6,9500.0,50980,1,1
18267,1,0,1,1,35,1,1,14000.0,41008,2,1
31874,1,0,1,1,44,1,10,15000.0,53668,2,0
25579,1,0,2,4,23,3,4,11000.0,47910,3,0
24802,1,1,1,2,21,1,2,15000.0,52634,2,1
5144,1,3,2,1,26,0,4,10000.0,43032,2,0
42353,1,0,1,15,48,1,15,18000.0,52815,1,1
29810,1,0,1,15,56,0,15,25000.0,43032,0,0
5134,1,0,2,1,28,1,1,16000.0,52875,2,0
2952,1,0,1,2,61,0,2,11000.0,57672,4,0
35221,1,2,1,3,35,0,3,14000.0,55133,2,0
409,1,1,1,2,24,3,2,11000.0,51332,3,0
27645,1,0,2,2,23,1,2,8000.0,43032,4,0
14766,1,2,1,4,47,1,4,12000.0,53939,4,1
9390,1,4,2,5,32,0,10,10000.0,52815,4,0
14453,1,1,2,7,29,0,7,9000.0,43630,2,0
10089,1,0,2,5,26,1,5,15000.0,53519,2,0
35523,1,0,1,10,47,0,10,12000.0,40590,4,1
31425,1,0,1,4,47,0,4,7500.0,43630,2,0
14050,1,0,1,4,34,1,4,15000.0,50755,2,0
26667,1,1,2,4,24,0,8,16000.0,51505,2,0
16451,1,0,1,22,49,0,22,25000.0,51332,2,0
38642,1,3,1,4,36,0,4,20000.0,51794,4,0
26504,1,0,1,5,45,3,5,25000.0,48012,1,0
40607,1,0,1,8,43,3,15,18000.0,53519,4,0
15368,1,2,1,8,27,0,0,8500.0,41061,1,0
12933,1,6,1,3,52,2,20,49993.0,46380,0,0
29767,0,0,1,3,33,3,3,14000.0,48103,4,0
39862,1,1,2,1,26,0,1,20000.0,53939,2,0
33264,1,1,1,4,28,1,4,27000.0,37453,0,0
25996,1,0,2,3,24,1,3,11500.0,55133,2,0
2680,1,0,2,3,28,0,3,10000.0,37946,2,0
3930,1,0,2,2,23,1,2,10000.0,50515,2,0
40582,0,0,1,2,31,1,2,10000.0,43032,2,0
11245,1,2,2,1,25,1,1,15000.0,43630,2,0
36748,1,0,1,2,26,1,2,15000.0,55800,2,1
573,1,0,2,5,31,3,5,45000.0,53881,2,0
35291,1,0,1,8,34,0,8,15000.0,52875,2,1
20170,1,2,1,6,41,0,6,8000.0,43032,1,1
1465,1,2,1,2,46,0,4,12000.0,49804,2,0
24206,1,0,2,2,25,0,2,20000.0,57903,2,1
6275,1,2,1,3,37,0,3,10000.0,43010,1,0
10593,1,0,1,4,34,1,4,35000.0,45891,4,0
3438,1,0,1,10,29,0,10,15000.0,53083,2,0
36505,1,0,2,1,19,0,1,9000.0,50977,2,0
10665,1,0,2,2,20,0,2,12000.0,53438,1,0
1846,1,0,1,7,43,1,7,20000.0,58716,4,0
2029,1,1,1,1,24,1,1,10000.0,45385,3,1
2851,1,2,1,1,22,0,1,20000.0,50839,3,0
9320,1,0,1,1,32,0,1,40000.0,57498,4,0
40488,1,0,1,2,31,1,2,15000.0,50729,2,0
32788,1,0,2,4,22,3,4,10000.0,43630,1,0
16505,1,0,1,2,31,0,5,12000.0,55064,1,0
16133,1,0,1,10,34,0,10,15000.0,37115,1,0
27133,1,0,1,5,25,0,5,12000.0,47578,3,0
15400,1,2,1,12,44,3,12,26221.0,55133,1,0
15177,1,1,1,3,34,0,3,10000.0,53881,1,1
21041,0,3,1,1,49,1,1,14000.0,55977,1,0
32218,1,2,1,5,36,1,5,20000.0,39577,2,0
29630,1,2,2,2,29,3,2,12000.0,52875,2,0
32587,1,0,1,7,37,1,7,10000.0,62652,2,0
27949,1,1,1,4,34,0,7,12000.0,31321,1,0
19040,0,0,1,1,20,1,1,10000.0,52875,4,0
24493,1,2,2,3,24,1,3,15000.0,55064,2,0
29141,1,3,1,3,39,1,3,18000.0,51332,2,0
14169,1,4,2,3,21,3,3,9500.0,52875,4,0
31886,1,0,1,3,44,3,6,15000.0,56232,2,0
29997,1,0,1,6,43,3,6,9500.0,40899,4,0
20602,1,3,1,5,55,1,5,19101.0,47164,0,0
3645,1,0,1,3,27,0,3,8000.0,47595,2,1
39351,1,0,1,5,32,1,5,15000.0,56466,3,1
14943,1,2,1,20,45,3,20,26000.0,51332,0,1
36123,1,0,2,1,20,0,1,8000.0,47408,2,0
18723,1,2,1,15,57,1,15,18000.0,55977,0,0
4523,1,2,2,4,31,1,4,20000.0,48354,0,0
37342,1,3,1,5,33,1,5,15000.0,48239,4,0
42237,0,0,2,2,24,1,2,8000.0,52815,1,0
13315,1,0,2,1,24,1,1,10533.0,51794,2,0
20377,1,4,1,10,45,0,10,15000.0,52565,2,1
20459,1,0,2,2,21,0,4,10000.0,52815,1,0
108,0,0,1,10,41,0,15,12000.0,53958,4,0
16358,1,0,1,8,32,1,8,17000.0,53939,2,0
17292,1,0,1,5,29,1,5,20000.0,57843,2,0
8824,1,0,2,1,27,1,1,11000.0,57843,4,0
19407,1,2,1,2,33,1,2,14000.0,57566,4,0
42325,1,0,1,5,31,1,5,26000.0,58494,1,0
21093,1,0,1,3,40,1,3,22000.0,39514,1,0
25317,1,0,3,3,18,3,6,11000.0,51794,4,1
16068,1,4,2,6,30,3,6,13000.0,50755,2,0
1108,0,0,1,2,35,3,2,10000.0,53939,2,0
15806,1,0,1,1,24,1,3,15000.0,48012,4,0
41825,0,1,1,22,50,2,22,31000.0,50515,1,0
4009,1,0,1,3,24,3,3,13200.0,47910,0,0
