No,SEX,NO_OF_DEPENDENT,MARITAL_STATUS,YRS_IN_PRESENT_JOB,AGE,EDUCATION,YEARS_OF_EXPERIENCE,TOTAL_MONTHLY_INCOME,LOAN_AMOUNT,COMPANY_TYPE,LABEL
12401,0,0,1,6,28,3,6,9000.0,48012,1,0
30218,1,0,2,3,34,3,3,10000.0,57659,4,0
31333,1,0,1,1,21,0,1,9000.0,47578,2,0
9332,1,0,1,10,31,1,10,12000.0,55494,2,0
39388,1,0,2,1,22,1,1,10000.0,51794,2,0
4197,0,1,2,5,27,1,5,10000.0,42745,0,0
14364,1,2,1,2,33,1,2,6514.0,39458,2,0
26658,0,0,2,7,30,1,7,25000.0,48549,0,0
30601,1,3,1,1,25,1,1,7000.0,47910,3,0
8117,1,0,1,22,53,1,22,22953.0,57158,1,1
35329,1,1,1,8,37,0,8,12000.0,36126,4,0
20429,1,0,1,2,30,0,2,12000.0,46578,2,1
37494,0,2,1,3,54,0,6,15000.0,58837,2,0
38665,1,0,2,0,24,1,1,12000.0,59102,4,0
28866,1,2,2,2,21,1,2,10200.0,48430,4,0
13408,1,0,1,5,23,0,5,12000.0,39458,4,1
12089,1,2,1,3,32,1,3,16600.0,49804,2,0
8066,1,0,2,1,24,1,1,80000.0,47852,1,1
37007,1,0,1,5,51,0,5,15000.0,65112,4,0
38466,0,3,2,3,26,1,3,15000.0,53958,2,0
41652,1,0,1,10,39,3,10,15000.0,52875,2,0
28550,1,0,2,2,26,0,2,12000.0,54624,4,1
22450,1,0,1,2,30,1,2,15000.0,50729,3,0
41315,1,0,1,2,52,1,2,17000.0,58370,2,0
36269,1,1,1,5,28,1,5,13000.0,54624,1,1
21254,0,2,1,3,22,0,3,10000.0,61109,4,0
1476,1,2,2,3,23,0,3,12000.0,52468,2,0
40301,1,0,1,9,36,1,0,15000.0,60733,0,0
5748,1,2,1,3,33,0,3,12000.0,49737,4,0
9264,1,0,2,1,33,1,1,15000.0,58828,4,0
11628,0,1,1,3,36,2,3,20000.0,51332,2,0
34294,1,0,1,4,27,0,4,9000.0,50729,2,0
4731,1,1,1,1,31,1,1,15000.0,54624,2,0
13105,1,0,2,1,21,0,1,10000.0,54635,4,0
33368,1,0,1,6,28,1,6,18168.0,53083,1,0
15162,1,0,2,4,23,1,4,11985.0,54370,2,0
7437,1,2,1,3,26,0,3,12000.0,40899,2,0
32014,1,2,1,8,53,0,0,25000.0,58417,2,1
50,1,4,2,1,22,3,1,12000.0,45286,4,0
19984,0,3,1,7,47,0,7,21000.0,51108,0,0
16640,1,0,2,3,22,1,3,35000.0,52815,2,0
36996,1,0,1,2,26,0,2,15000.0,58828,2,1
42443,1,0,1,5,35,1,5,21000.0,64967,1,0
40285,1,0,1,2,27,1,2,15000.0,53519,2,0
20782,1,2,1,10,47,0,10,13000.0,39641,1,0
23797,1,1,1,6,30,1,6,8000.0,48915,1,1
26765,1,2,2,2,27,1,2,15000.0,49807,2,0
32526,1,0,1,10,49,1,10,10000.0,53083,2,0
8182,1,2,1,9,33,0,9,17343.0,43032,0,0
21142,1,1,1,4,29,0,4,12000.0,39641,1,0
39936,1,2,2,3,23,0,3,9000.0,50729,2,0
32944,1,0,1,1,31,1,1,15000.0,43032,4,0
29014,1,0,1,1,20,0,1,15000.0,40480,2,0
39266,0,3,1,2,46,3,2,15000.0,50729,2,1
29237,1,4,1,10,33,0,10,20000.0,52875,1,0
38336,1,0,1,1,29,1,3,12000.0,58715,1,0
20501,1,0,2,5,21,0,5,18000.0,53939,2,0
21788,1,4,1,3,35,2,3,33000.0,56867,2,0
9218,1,0,1,30,57,1,30,21209.0,49804,0,0
1210,1,0,1,1,24,0,1,9000.0,42745,1,0
14608,1,0,1,3,28,1,3,18000.0,48430,1,0
34551,1,0,1,13,48,1,13,34521.0,55977,1,0
10977,1,2,1,9,39,0,9,17000.0,59102,2,0
19582,1,0,1,2,39,0,2,10000.0,53306,4,0
39714,1,2,1,7,39,0,7,10000.0,51748,4,0
4224,1,0,1,10,24,0,10,12000.0,41585,2,1
27295,0,0,2,1,28,3,1,10000.0,43630,2,0
25099,1,4,1,2,24,0,2,12000.0,52378,3,1
18258,1,0,2,5,19,0,5,15000.0,57136,1,1
12631,1,0,1,5,46,3,5,9000.0,52875,1,0
36712,1,0,2,1,21,3,1,10000.0,50515,2,0
39703,1,0,2,2,19,1,2,8500.0,42745,1,0
9012,1,0,1,5,36,1,8,40000.0,57843,2,0
35976,1,3,1,28,57,1,28,32500.0,55133,0,0
4828,1,2,1,4,27,1,4,25000.0,43032,2,0
4260,1,5,2,4,26,0,4,10000.0,43032,2,0
5027,1,2,1,1,38,1,4,12000.0,53939,2,0
13084,1,2,1,6,37,1,6,30000.0,50578,0,0
42065,1,1,1,1,35,1,1,15000.0,50100,2,0
31830,1,3,1,1,33,0,8,9900.0,56308,2,0
20193,1,2,2,3,26,0,3,9000.0,39446,1,0
24967,1,0,1,5,29,3,5,9500.0,37946,4,0
14620,1,0,1,14,38,2,14,8000.0,47214,1,0
15993,0,2,1,10,40,3,20,9000.0,38123,4,0
32156,1,2,1,10,43,0,10,15000.0,61109,2,0
6451,1,4,1,31,58,0,31,22500.0,55064,2,1
9360,1,3,1,5,41,1,10,25000.0,59435,3,0
29744,1,4,1,2,44,0,2,40000.0,50515,2,0
11140,1,2,1,3,34,3,3,12000.0,53083,4,0
25799,1,0,1,10,44,1,10,15000.0,50729,0,0
21110,1,3,1,3,33,1,3,12000.0,39458,1,1
33645,1,2,1,5,22,3,5,15000.0,50515,1,0
26311,1,0,1,4,29,0,4,16000.0,71078,4,0
31829,1,2,2,1,27,0,1,15000.0,50580,2,1
11870,1,0,2,5,26,3,5,21000.0,52927,2,0
13646,1,0,1,5,26,0,5,15000.0,43032,2,0
38116,1,2,1,26,56,3,26,18500.0,53054,1,0
13251,0,2,1,4,31,0,4,15000.0,52875,4,0
9157,1,3,1,10,45,0,11,22000.0,64967,0,0
7110,1,5,1,8,28,1,8,10000.0,50256,0,0
1223,1,0,1,4,32,0,4,10600.0,52815,2,0
40314,1,0,2,2,26,1,2,11000.0,60809,2,0
3625,1,0,2,4,24,0,4,13000.0,54624,4,0
38062,1,0,2,3,20,3,3,12000.0,50515,2,1
34672,1,3,1,25,51,1,50,26872.0,38183,0,0
38232,1,2,1,8,35,1,0,15000.0,60275,4,1
9785,1,0,1,20,48,0,20,40000.0,50729,0,1
3360,1,4,2,5,19,0,5,10000.0,43630,4,0
26009,1,3,2,2,26,1,2,12000.0,54486,4,0
10733,1,0,1,17,37,1,17,29600.0,59102,0,0
15365,1,0,2,2,22,0,2,8500.0,51332,1,0
34697,1,3,1,5,37,1,5,18000.0,53054,0,0
18666,1,0,1,2,27,0,2,11000.0,52927,2,1
17314,0,0,1,2,34,1,12,12000.0,55133,1,1
23636,1,5,1,3,22,0,3,9000.0,50728,2,0
23031,1,2,1,5,27,0,5,12000.0,51332,2,0
16910,1,2,1,5,44,1,5,15000.0,51332,2,0
11201,1,3,1,27,52,1,27,12000.0,55064,2,0
42414,0,0,1,15,35,1,15,10000.0,55064,2,1
32754,1,2,1,25,56,0,25,37700.0,38183,0,0
30796,1,0,1,5,29,0,5,10000.0,51332,2,0
16146,1,3,2,4,25,1,4,25000.0,53939,4,1
14305,1,3,1,7,28,1,7,16000.0,43032,0,0
982,1,0,1,15,42,0,15,12000.0,52875,3,0
5023,1,2,1,7,27,1,7,15000.0,51332,2,0
24930,1,0,2,2,22,1,2,8000.0,53083,2,0
8727,1,0,1,12,41,0,12,15000.0,53939,2,0
34804,1,2,2,2,27,1,2,10000.0,55064,1,0
24919,1,2,1,10,43,1,10,18000.0,51891,2,0
33648,1,0,2,2,20,0,2,9000.0,45107,1,0
24507,1,2,1,1,28,1,1,12000.0,51332,2,0
4752,1,2,1,2,24,1,2,15000.0,52815,2,0
42314,0,0,1,10,37,0,10,12000.0,50515,1,0
25282,1,2,1,17,41,1,17,11200.0,58678,2,0
40735,1,2,1,5,28,0,5,18000.0,55977,4,0
13342,1,0,1,2,45,0,2,25000.0,47910,4,0
35565,1,0,1,5,27,3,5,20000.0,40875,0,0
28888,1,0,2,1,22,3,2,15715.0,46414,2,0
19947,1,2,1,5,42,3,5,15000.0,50729,1,0
26301,1,0,1,7,49,1,7,17000.0,57672,2,0
8260,1,0,1,2,32,1,2,33000.0,52875,2,1
37692,1,2,1,1,30,3,1,10000.0,48430,1,1
38060,1,1,2,3,26,3,3,12000.0,53562,2,0
8395,1,0,2,2,26,2,2,16000.0,55133,2,0
21849,1,4,1,10,43,1,10,18500.0,53939,0,0
32344,1,0,1,15,50,1,20,20000.0,56674,1,0
35864,0,0,1,4,26,2,6,20000.0,52815,1,0
2416,1,1,1,5,21,0,5,19000.0,47049,4,0
19740,1,0,2,2,23,0,2,8500.0,47910,2,1
21242,1,2,1,6,31,1,6,25000.0,55977,0,0
31939,1,2,1,2,27,0,2,10500.0,50729,2,0
15093,1,0,2,5,24,0,5,18000.0,55064,2,0
414,1,2,1,5,23,3,5,10000.0,59102,4,1
10441,0,0,1,2,34,0,2,8000.0,38123,1,0
17549,1,0,2,2,18,1,2,12000.0,60809,1,1
31567,1,0,2,2,19,0,2,10000.0,50515,2,0
4671,1,3,1,8,33,0,8,12000.0,50729,2,0
10029,1,3,2,4,24,0,4,15000.0,54624,2,0
10810,1,0,2,1,28,0,1,13000.0,47006,2,0
10970,1,0,1,7,30,0,14,16000.0,52815,2,0
40150,1,3,2,1,22,1,1,12000.0,54624,4,0
514,1,0,2,2,24,3,2,30000.0,59102,2,0
16433,1,2,1,1,30,1,1,18000.0,60809,2,0
35370,1,0,1,10,30,0,10,12000.0,37500,3,0
23549,1,4,1,14,48,0,14,10000.0,44768,3,0
14242,1,4,1,27,49,3,27,26000.0,55303,0,0
36633,0,0,1,3,31,1,3,12500.0,50515,4,0
40288,0,0,1,10,39,0,10,9000.0,59102,2,0
40956,1,0,1,2,23,0,2,18000.0,55800,4,0
30162,0,0,1,15,48,0,15,8000.0,45107,1,0
23055,1,2,2,3,22,3,3,11000.0,51332,2,0
30485,1,2,1,5,23,0,5,12000.0,47578,2,0
29232,1,8,2,6,26,0,6,17500.0,50375,2,1
9586,1,0,1,1,24,0,1,17000.0,49254,2,1
8411,1,0,1,10,40,0,10,15000.0,50729,1,0
37394,1,2,1,25,49,3,25,46000.0,55494,0,0
14919,1,2,2,2,26,3,2,17000.0,43032,2,0
33196,1,0,1,18,48,0,18,15000.0,48080,2,0
2860,1,2,1,16,45,0,16,22000.0,53958,0,0
26291,1,0,1,1,40,0,1,10000.0,63549,2,0
4323,1,4,1,20,32,0,20,15000.0,53939,2,0
12321,1,1,1,8,38,3,0,20000.0,44301,1,0
26530,1,0,1,1,31,3,9,15000.0,53083,1,0
42039,1,3,1,27,55,0,27,50000.0,52815,0,0
5861,1,1,1,5,42,3,5,12000.0,54648,2,0
38368,1,0,2,4,20,0,4,15000.0,69619,4,1
41150,1,0,2,2,21,0,2,8000.0,51387,4,0
12245,1,0,2,2,22,0,2,12800.0,49804,2,0
24875,1,3,1,6,33,0,6,12000.0,57672,2,0
33532,1,0,1,2,24,3,2,12000.0,53366,1,0
27283,1,0,1,9,37,1,9,17000.0,53939,1,0
25531,1,2,1,1,26,0,7,15000.0,51332,4,0
9749,1,0,1,8,27,1,8,20000.0,54347,2,0
9338,1,3,1,15,37,0,16,20000.0,48635,2,0
29070,1,2,1,20,52,3,20,22765.0,43813,0,0
13891,1,5,1,10,53,0,10,15000.0,43010,2,0
19920,1,0,2,1,25,1,1,18000.0,55064,0,0
38683,1,0,2,3,22,1,3,15000.0,55064,4,0
7660,1,3,1,5,54,3,5,9500.0,55299,2,0
2630,0,0,1,1,33,2,1,15000.0,58837,4,0
27611,1,0,1,12,45,3,12,12500.0,48870,2,0
18991,1,2,1,5,38,1,5,9000.0,54635,2,0
14498,1,4,1,3,30,0,3,35000.0,51332,2,0
5948,1,2,1,10,35,0,10,12000.0,46380,4,0
35580,1,0,2,1,27,1,1,18500.0,60073,1,0
37988,1,0,2,2,23,3,2,10000.0,48430,1,0
29912,0,4,1,15,49,0,15,9000.0,49631,0,0
10349,1,0,1,9,30,1,0,70000.0,58370,2,0
8951,1,0,1,2,26,1,2,15000.0,51332,2,0
12811,1,3,1,30,51,0,30,45539.0,55133,0,0
32518,1,2,1,8,30,3,0,8000.0,52927,2,0
22269,1,0,1,11,28,0,11,14000.0,48728,0,0
15204,0,0,2,2,28,1,2,12500.0,47836,1,0
37753,1,2,1,2,21,3,2,8500.0,55494,1,0
11006,1,3,1,30,54,3,30,50000.0,54312,0,0
18081,0,0,1,1,24,1,4,11000.0,39458,2,0
5150,0,3,1,1,35,1,1,10000.0,52815,2,0
22135,1,2,1,5,49,0,5,17000.0,50765,2,0
28849,1,1,1,6,25,1,6,12000.0,41279,2,1
37360,1,1,1,5,27,1,5,20000.0,56624,4,0
28815,1,1,1,2,39,3,2,15000.0,55133,2,0
9258,0,0,1,14,41,0,14,40000.0,58828,4,0
36551,1,0,1,2,42,0,2,9000.0,52963,2,0
1989,1,0,2,1,19,0,1,8500.0,50375,3,0
28420,1,1,1,28,46,1,28,30000.0,50440,1,0
21653,1,1,1,5,28,0,5,18000.0,43032,2,0
13212,0,1,1,3,32,3,3,18000.0,65407,2,0
14826,1,0,1,9,50,0,0,14500.0,52875,0,0
13023,1,0,2,2,28,0,2,12000.0,44978,4,0
27141,1,1,1,8,32,0,0,25200.0,59102,0,0
2439,0,0,2,1,25,1,1,12000.0,52815,1,0
28980,1,0,1,3,21,0,3,20000.0,55494,2,0
20461,0,0,2,3,19,1,3,11000.0,59957,4,0
2418,1,0,2,4,29,3,4,14000.0,39458,4,0
37176,1,0,2,20,33,1,20,12000.0,60275,4,0
19763,0,2,1,2,41,1,2,10000.0,50515,4,0
777,1,2,1,18,46,3,18,18000.0,52468,0,0
8172,0,0,2,2,34,0,2,20000.0,50515,0,0
22178,1,1,1,5,61,0,5,12000.0,43583,0,0
11409,1,0,1,20,49,0,20,27000.0,50729,0,0
3934,1,0,2,2,22,0,2,9000.0,47910,2,0
14643,1,0,2,3,20,0,3,11000.0,37946,4,0
38844,1,0,2,4,26,3,8,15000.0,59385,2,0
26079,1,0,2,4,25,0,8,10000.0,51332,4,0
18423,1,0,1,20,33,1,20,20000.0,53438,1,0
18744,1,0,1,8,29,3,8,12000.0,55133,4,0
10731,1,0,1,5,41,1,5,15000.0,52875,2,0
21663,1,1,1,12,35,1,12,20000.0,52875,2,0
41790,1,0,1,10,46,0,10,10000.0,55064,1,0
18348,1,1,1,29,46,1,65,49000.0,61862,0,1
8657,1,0,1,2,41,0,6,15000.0,54624,2,0
5015,1,0,1,33,56,1,33,29000.0,50729,2,0
17684,1,1,1,1,26,1,1,12000.0,55064,2,0
30293,1,0,1,12,33,0,12,20000.0,49617,4,0
23053,1,0,1,22,41,0,22,39000.0,72425,0,0
8799,1,0,2,1,24,1,1,12000.0,52815,2,0
20359,1,0,1,7,29,1,7,16000.0,50515,0,0
41249,0,2,1,2,43,0,2,11000.0,56232,4,0
31722,1,0,1,4,29,3,4,13000.0,47578,2,0
36731,0,0,1,10,30,1,10,34000.0,60733,0,0
34940,1,0,1,4,25,1,4,12000.0,48012,4,0
40992,1,0,1,2,33,1,2,15000.0,47910,2,0
36462,1,0,1,28,50,0,28,28000.0,53881,0,0
2452,1,0,1,10,53,1,10,28000.0,60733,0,0
7398,1,0,1,5,42,1,5,10000.0,60420,1,0
11479,1,2,1,2,50,0,2,14000.0,47578,2,0
39172,1,0,2,3,23,0,3,12000.0,48009,2,0
23320,0,2,1,5,32,1,5,8000.0,47578,0,0
4318,1,0,1,4,30,1,4,15000.0,52875,0,0
40923,1,0,2,3,26,0,3,15000.0,64961,4,1
3364,1,4,1,6,26,0,6,15000.0,40404,0,1
32610,0,0,2,21,25,3,21,20000.0,58715,4,0
39181,1,0,1,36,57,1,36,13000.0,44768,0,0
39158,1,1,1,10,29,1,10,11000.0,51748,2,0
41425,1,0,1,2,29,1,2,12000.0,48635,2,1
24159,1,0,1,5,46,0,5,40000.0,55064,2,0
34944,1,3,1,7,41,0,7,19800.0,55064,0,0
13289,1,1,1,3,26,1,3,11000.0,39458,2,0
31242,1,0,1,9,40,0,9,14000.0,48870,2,1
29297,1,0,2,6,28,1,6,7400.0,50729,0,0
5064,1,0,1,1,20,1,1,18000.0,51794,2,0
28316,0,0,1,1,30,0,1,15000.0,62652,2,1
19605,1,0,2,2,23,0,2,10000.0,40590,4,0
19528,1,0,2,2,21,0,2,12000.0,43813,4,1
2046,1,1,1,3,24,0,3,15000.0,47962,3,1
26680,1,0,1,3,35,1,18,25000.0,39347,2,0
15907,1,0,1,4,36,1,4,14000.0,51794,2,0
16361,1,0,1,2,26,0,3,12000.0,44301,1,0
6327,1,3,1,4,41,1,4,11000.0,48080,1,0
38996,1,2,1,4,26,1,4,16000.0,47214,4,0
24840,1,2,1,6,24,1,6,10000.0,50886,2,0
8089,1,3,1,30,49,1,30,50000.0,68652,1,0
33795,1,0,1,24,55,0,24,15000.0,50515,1,0
6123,1,2,2,4,24,3,8,9000.0,47006,3,0
31361,1,2,1,3,29,0,3,16500.0,37946,2,0
39344,1,0,1,3,28,1,3,10000.0,53939,2,0
9623,1,0,1,5,42,3,10,10000.0,50174,2,1
26366,1,0,1,30,53,0,30,6000.0,37946,4,0
4116,1,2,1,2,51,3,4,8000.0,51794,1,1
11251,1,3,1,10,39,3,10,15000.0,39027,2,0
36335,1,0,2,4,23,1,4,16000.0,59102,1,0
21415,1,0,1,2,22,1,2,22000.0,78202,0,0
17820,0,0,1,3,34,1,3,15000.0,53939,2,0
29220,1,5,1,10,41,0,10,20000.0,52815,1,0
31264,1,3,1,16,44,3,16,15000.0,52875,2,0
23896,1,2,1,5,36,3,5,12500.0,38123,2,1
17927,1,0,1,4,52,1,4,58000.0,53939,0,0
38567,1,1,1,27,57,1,27,49000.0,50339,0,0
7383,1,1,1,4,27,1,4,10000.0,43032,2,0
13442,1,0,1,2,29,3,4,15000.0,47049,4,0
36798,1,0,2,16,33,3,16,15000.0,61862,4,0
13747,1,2,1,15,48,0,15,20000.0,45107,0,0
21269,1,0,1,13,48,1,13,30000.0,43630,2,1
10003,1,0,1,20,39,3,20,18000.0,60809,4,0
20064,1,2,2,5,23,0,5,10000.0,50515,1,0
12176,1,0,2,3,24,1,3,12000.0,36324,2,0
39453,1,2,1,4,31,1,4,20000.0,50452,4,0
30556,1,0,1,20,47,1,20,29707.0,57843,0,0
18473,1,0,1,3,24,1,3,16000.0,61530,2,0
24067,1,2,2,3,23,1,3,8000.0,47214,4,0
15845,1,0,1,10,27,1,10,15000.0,53083,4,0
21506,1,2,1,6,32,3,6,18000.0,43032,1,0
6015,1,2,1,2,29,3,2,10000.0,42876,3,0
21106,1,2,1,1,43,0,1,9000.0,39514,2,0
6647,1,0,1,10,50,0,10,8500.0,49574,4,0
30870,1,0,1,25,53,1,25,31000.0,50729,0,0
25403,1,4,1,10,45,1,15,18000.0,56967,2,0
24623,1,2,1,7,27,3,7,12000.0,39420,2,0
12399,0,0,2,3,26,3,3,10000.0,48430,1,0
19974,1,1,1,30,54,0,30,35000.0,59102,0,0
5176,1,2,2,5,24,1,5,12500.0,53939,2,0
17401,1,0,2,2,26,1,3,21000.0,55064,2,0
13977,1,0,1,5,30,0,5,16000.0,52875,2,0
6590,1,0,1,1,46,0,1,10000.0,45107,2,0
37134,1,0,1,6,38,1,16,13500.0,56867,4,0
39219,1,3,1,8,35,1,0,16000.0,47746,2,0
32030,1,2,1,12,35,1,12,35000.0,53868,2,0
37078,1,3,1,5,31,0,5,17500.0,45219,2,0
10140,1,0,2,5,31,0,5,15000.0,55249,2,0
34003,1,0,2,1,20,3,1,13000.0,48430,2,1
1292,1,0,2,1,25,0,1,25000.0,47006,2,0
12695,1,0,1,2,30,3,2,9000.0,57136,1,0
9602,1,0,1,10,28,3,10,15000.0,54190,3,1
12919,1,2,1,10,56,0,10,20000.0,50515,0,0
25101,1,0,1,3,25,3,3,15000.0,43010,4,0
3975,1,0,2,2,26,1,2,12000.0,51332,2,0
24772,1,0,1,5,36,1,10,12000.0,46112,2,1
1119,1,0,2,1,21,1,1,10000.0,44301,2,0
33093,1,0,2,1,23,1,1,10000.0,52815,4,0
23733,0,0,1,20,53,3,20,12000.0,52963,2,0
32138,1,0,1,4,27,0,4,11200.0,45107,2,0
28305,1,0,1,1,32,1,1,18000.0,63665,2,0
9179,1,0,1,7,28,0,7,14000.0,71509,4,0
4862,1,1,2,2,31,0,8,10000.0,50729,2,0
25900,1,4,1,5,43,0,5,16000.0,58494,2,0
10148,1,1,2,3,19,1,3,10000.0,58297,2,0
37862,1,6,2,5,27,3,5,14000.0,47408,2,0
31327,1,2,1,5,39,1,5,15500.0,40612,2,0
16025,1,4,2,2,29,1,2,12000.0,71635,2,0
31695,1,0,1,1,32,0,1,27000.0,58265,2,0
27389,1,1,1,8,34,3,0,35000.0,52815,0,0
1178,1,0,2,5,21,0,5,12000.0,46530,2,0
41415,0,3,2,2,22,1,4,35000.0,49575,4,1
33100,1,4,1,9,55,1,9,20000.0,43032,2,0
38843,1,0,2,2,25,1,2,15000.0,56867,2,0
10280,1,0,1,8,58,1,0,20000.0,54624,0,0
8479,1,0,1,5,37,1,5,12000.0,48012,2,0
28455,1,2,1,5,22,0,5,9000.0,50375,2,0
40094,1,3,1,6,29,0,6,15000.0,60809,4,0
37542,1,0,1,15,41,0,30,10000.0,55133,0,0
29365,1,0,1,12,41,0,12,25000.0,46131,4,0
5837,1,1,1,5,33,3,5,15000.0,60126,2,1
17829,1,0,1,16,34,1,16,14000.0,50729,4,0
26989,0,0,1,12,42,3,12,15000.0,50515,4,0
20848,1,5,1,5,44,1,5,9000.0,43174,1,0
7108,1,3,1,2,26,1,2,10000.0,54579,4,0
36425,1,4,2,6,24,0,6,7000.0,41008,4,0
30263,1,0,2,1,20,0,1,7000.0,50330,4,0
285,1,3,1,10,29,0,10,20000.0,27313,1,0
24371,1,2,1,5,33,1,5,12000.0,55133,1,0
17805,1,0,1,2,33,0,2,16000.0,59750,1,0
34338,1,0,1,2,26,1,2,15000.0,50729,2,0
32789,1,3,1,22,53,0,22,29000.0,51332,0,0
25408,1,1,1,8,27,1,0,24000.0,48354,4,0
24500,1,1,1,3,27,1,3,9598.0,51332,2,0
36651,1,0,2,1,23,3,2,12000.0,59102,4,0
17852,1,0,1,10,50,1,15,10000.0,36242,2,0
8741,1,0,2,1,19,0,1,10000.0,52850,2,0
40028,1,2,1,4,38,0,9,10000.0,57843,2,1
522,1,0,1,28,48,3,28,15000.0,53939,0,0
19836,0,2,3,10,57,1,10,25000.0,52875,0,1
3048,1,0,2,8,25,0,0,9000.0,47578,4,1
16778,0,0,1,2,24,1,2,25000.0,52815,2,0
11945,1,0,1,4,36,1,4,13000.0,55133,2,0
31909,1,0,1,6,32,0,6,15500.0,61780,2,0
35705,1,0,2,3,22,3,3,10000.0,47578,4,0
4046,1,4,1,14,43,1,14,30036.0,49587,1,0
700,1,2,1,8,28,3,0,17000.0,43032,0,1
42312,1,0,2,5,27,1,5,15000.0,59102,2,1
35126,1,0,2,2,30,2,2,8000.0,52875,2,0
1979,1,7,1,1,37,2,1,15000.0,48635,4,0
2067,1,1,1,4,44,1,4,20000.0,52059,3,0
33594,1,3,1,3,26,0,3,12000.0,55133,2,0
38058,1,2,2,8,22,3,0,12000.0,49804,1,1
16012,1,2,1,10,31,3,11,20000.0,48430,4,0
35534,1,0,1,4,22,0,4,14000.0,56442,3,1
10076,1,0,1,2,36,3,2,15000.0,60809,2,0
17676,1,0,2,3,21,0,3,12000.0,48430,1,0
26317,1,0,1,2,32,0,2,6000.0,49804,1,0
40814,1,0,1,2,43,1,2,18000.0,58297,0,0
22277,1,0,1,4,26,0,4,12000.0,46613,2,0
5919,1,3,2,6,27,0,6,13000.0,47578,2,1
23541,1,0,2,1,26,1,1,20000.0,50755,1,0
3061,1,0,2,2,33,1,2,12000.0,52875,2,0
17540,1,0,2,8,24,1,8,10500.0,48870,2,0
7350,1,0,2,1,19,0,1,7000.0,39641,1,0
34843,0,1,2,4,25,1,4,13000.0,50515,2,0
4691,1,0,2,3,28,1,5,16000.0,50729,2,1
31514,1,0,1,4,31,0,4,14000.0,59957,2,0
21838,1,4,2,1,28,1,1,12000.0,52815,4,0
41761,1,0,1,7,28,3,7,42582.0,51748,0,0
23550,1,4,1,14,42,1,14,19344.0,54486,0,0
2919,1,0,1,1,26,0,1,10000.0,53939,0,0
17068,1,0,1,3,38,1,3,25000.0,55133,2,0
41039,1,0,1,5,48,1,5,25000.0,54486,4,0
11084,1,2,1,27,58,3,27,16000.0,43630,2,0
1693,1,0,1,8,46,0,0,12000.0,40385,2,0
22735,1,0,1,10,47,1,10,25000.0,43032,2,0
14554,0,2,1,4,31,1,4,6000.0,51332,3,0
27188,1,0,2,1,27,1,1,15000.0,47910,2,1
34060,1,0,2,1,29,3,1,10000.0,48430,4,0
37031,0,0,1,1,26,0,1,15000.0,47049,4,0
30465,1,5,1,15,59,0,15,15000.0,43032,2,0
12648,1,0,1,20,50,3,20,28000.0,57672,1,0
21021,1,3,1,13,51,1,13,40000.0,39446,1,0
8878,1,0,2,1,21,0,2,15000.0,57843,2,0
2964,1,0,2,2,21,0,2,7000.0,39458,3,1
24925,1,1,1,0,30,3,3,18000.0,38183,2,0
22646,1,0,2,2,20,0,2,9500.0,49205,3,0
2846,1,0,2,1,28,2,3,21213.0,41338,2,0
3755,1,0,1,1,24,0,1,12000.0,53083,1,1
7057,1,0,2,3,28,3,3,10000.0,55133,2,0
17388,1,0,1,2,39,0,2,10000.0,43630,2,0
37556,1,1,2,5,21,0,10,12000.0,52815,2,0
23139,1,0,1,6,42,1,6,12000.0,37115,2,0
23684,1,2,1,10,29,2,10,12000.0,43032,3,0
32723,1,0,1,3,29,1,3,12000.0,40899,2,0
22354,1,2,1,3,45,1,3,19000.0,50706,2,0
13645,1,0,2,1,21,0,1,13000.0,50515,2,0
5230,1,2,1,3,26,1,5,12500.0,50729,2,0
37636,1,0,2,7,27,3,7,8500.0,51027,1,1
20405,1,2,1,7,47,0,7,17000.0,51748,2,0
29581,1,2,2,1,23,3,1,9800.0,47595,4,1
30770,1,1,1,2,42,3,2,20000.0,56442,2,1
22863,0,0,2,25,46,3,25,15000.0,55133,2,0
23412,1,1,2,4,22,1,6,10000.0,49205,4,0
27582,1,0,1,13,38,3,13,9400.0,51748,2,0
31720,1,0,1,3,28,1,3,8089.0,43630,2,0
31154,1,0,2,2,21,3,2,12000.0,39332,2,1
29891,1,0,1,18,48,3,18,15000.0,59102,4,0
28922,1,2,1,18,45,1,18,22941.0,60809,0,0
39745,1,2,1,3,50,0,3,15000.0,45891,4,0
35653,1,0,1,3,25,3,6,14000.0,49079,2,1
16754,1,0,1,8,35,1,0,12000.0,44978,0,0
9495,1,3,1,4,36,1,4,10000.0,45107,2,0
7593,1,2,1,2,50,0,2,20000.0,43076,4,0
18866,1,1,2,2,19,1,2,10000.0,51180,4,0
9893,1,0,1,3,45,1,3,25000.0,63665,3,0
25532,0,0,1,3,38,1,13,15000.0,56379,0,0
7082,1,3,1,2,47,1,2,10000.0,43638,1,0
1373,1,0,1,5,37,1,5,10000.0,57136,2,0
24079,1,2,1,1,32,1,1,20000.0,48430,4,0
31247,1,0,1,2,36,0,2,12000.0,29142,2,1
11521,1,2,1,6,24,1,6,15000.0,32763,2,0
24510,0,0,2,2,25,2,2,12500.0,54635,2,0
30323,1,0,2,5,22,1,5,10000.0,50515,2,0
36572,1,0,2,2,24,0,2,12000.0,48728,2,0
26763,1,0,1,10,32,1,15,15000.0,50985,2,1
